ID,Handle,Command,Title,Body HTML,Sort Order,Template Suffix,Updated At,Published,Published At,Published Scope,Image Src,Image Width,Image Height,Image Alt Text,Row #,Top Row,Product: ID,Product: Handle,Product: Position,Product: Command,Products Count,Metafield: title_tag [string],Metafield: description_tag [string]
674205860225,egy-hely-ahol-otthon-lehetsz,MERGE,Egy hely, ahol otthon lehetsz,,Alphabet,,2025-09-11 13:41:29 +0200,IGAZ,2025-03-26 06:50:54 +0100,web,,,,,751,,15026656641409,wilshire-oldalasztal-matt-terrakotta-festett-acel-kivitelben-edzett-uveggel-o35cm,,MERGE,114,,
674205860225,egy-hely-ahol-otthon-lehetsz,MERGE,Egy hely, ahol otthon lehetsz,,Alphabet,,2025-09-11 13:41:29 +0200,IGAZ,2025-03-26 06:50:54 +0100,web,,,,,752,,15026661261697,wilshire-oldalasztal-matt-terrakotta-festett-acel-kivitelben-edzett-uveggel-o50cm,,MERGE,114,,
674205860225,egy-hely-ahol-otthon-lehetsz,MERGE,Egy hely, ahol otthon lehetsz,,Alphabet,,2025-09-11 13:41:29 +0200,IGAZ,2025-03-26 06:50:54 +0100,web,,,,,753,,15026661130625,wilshire-oldalasztal-matt-zoldre-festett-acel-kivitelben-edzett-uveggel-o30cm,,MERGE,114,,
674205860225,egy-hely-ahol-otthon-lehetsz,MERGE,Egy hely, ahol otthon lehetsz,,Alphabet,,2025-09-11 13:41:29 +0200,IGAZ,2025-03-26 06:50:54 +0100,web,,,,,754,,15026660508033,wilshire-oldalasztal-matt-zoldre-festett-acel-kivitelben-edzett-uveggel-o35cm,,MERGE,114,,
674205860225,egy-hely-ahol-otthon-lehetsz,MERGE,Egy hely, ahol otthon lehetsz,,Alphabet,,2025-09-11 13:41:29 +0200,IGAZ,2025-03-26 06:50:54 +0100,web,,,,,755,,15026661294465,wilshire-oldalasztal-matt-zoldre-festett-acel-vazzal-es-mattitott-edzett-uveggel-o50cm,,MERGE,114,,
674205860225,egy-hely-ahol-otthon-lehetsz,MERGE,Egy hely, ahol otthon lehetsz,,Alphabet,,2025-09-11 13:41:29 +0200,IGAZ,2025-03-26 06:50:54 +0100,web,,,,,756,,15026644517249,zailo-100-pamut-parnahuzat-bezs-juta-himzessel-30-x-50cm,,MERGE,114,,
674205860225,egy-hely-ahol-otthon-lehetsz,MERGE,Egy hely, ahol otthon lehetsz,,Alphabet,,2025-09-11 13:41:29 +0200,IGAZ,2025-03-26 06:50:54 +0100,web,,,,,757,,15026920882561,zailo-100-pamut-parnahuzat-bezs-juta-himzessel-45-x-45cm,,MERGE,114,,
674205860225,egy-hely-ahol-otthon-lehetsz,MERGE,Egy hely, ahol otthon lehetsz,,Alphabet,,2025-09-11 13:41:29 +0200,IGAZ,2025-03-26 06:50:54 +0100,web,,,,,758,,15026664112513,zerim-2-darabos-fekete-tengeri-fu-alatet-szett-o38cm,,MERGE,114,,
674205860225,egy-hely-ahol-otthon-lehetsz,MERGE,Egy hely, ahol otthon lehetsz,,Alphabet,,2025-09-11 13:41:29 +0200,IGAZ,2025-03-26 06:50:54 +0100,web,,,,,759,,15026664079745,zerim-4-darabos-fekete-tengeri-fu-poharalatet-keszlet,,MERGE,114,,
674205860225,egy-hely-ahol-otthon-lehetsz,MERGE,Egy hely, ahol otthon lehetsz,,Alphabet,,2025-09-11 13:41:29 +0200,IGAZ,2025-03-26 06:50:54 +0100,web,,,,,760,,15026651169153,zoren-bezs-redozott-100-lenvaszon-parnahuzat-50-x-50cm,,MERGE,114,,
