ID,Handle,Command,Title,Body HTML,Sort Order,Template Suffix,Updated At,Published,Published At,Published Scope,Image Src,Image Width,Image Height,Image Alt Text,Row #,Top Row,Must Match,Rule: Product Column,Rule: Relation,Rule: Condition,Product: ID,Product: Handle,Product: Position,Products Count,Metafield: title_tag [string],Metafield: description_tag [string],Metafield: title_tag [single_line_text_field]
466185552172,dohanyzoasztalok,MERGE,Dohányzóasztalok,Tekintse meg széles dohányzóasztal választékunkat!,Best Selling,,2025-09-13 13:34:41 +0200,TRUE,2023-12-01 12:50:26 +0100,web,,,,,1178,TRUE,all conditions,Tag,Equals,Dohányzóasztalok,8896507150636,wilshire-tempered-glass-and-metal-side-table-with-a-matte-black-finish-50-cm,,69,Urban Home - Dohányzóasztalok,,
466185617708,kisasztalok,MERGE,Kisasztalok,"<span data-mce-fragment=""1"">Tekintse meg széles kisasztal választékunkat!</span>",Best Selling,,2025-09-08 16:15:29 +0200,TRUE,2023-12-01 12:51:02 +0100,web,,,,,1247,TRUE,all conditions,Tag,Equals,Kisasztalok,9213544956204,mesquida-kulteri-oldalso-asztal-keramiabol-mazas-terrakotta-befejezessel-o-35-cm,,112,Urban Home - Kisasztalok,,
466185650476,iroasztalok,MERGE,Íróasztalok,"<span data-mce-fragment=""1"">Tekintse meg széles íróasztal választékunkat!</span><br>",Best Selling,,2025-09-08 16:15:24 +0200,TRUE,2023-12-01 12:51:40 +0100,web,,,,,1359,TRUE,all conditions,Tag,Equals,Íróasztalok,8896289603884,arandu-desk-in-solid-ash-veneer-and-wood-120-x-60-cm,,16,Urban Home - Íróasztalok,,
466185716012,komodok,MERGE,Komódok,"<span data-mce-fragment=""1"">Tekintse meg széles komód választékunkat!</span><br>",Best Selling,,2025-09-11 13:41:29 +0200,TRUE,2023-12-01 12:52:15 +0100,web,,,,,1375,TRUE,all conditions,Tag,Equals,Komódok,8896394723628,lenon-oak-wood-and-veneer-bedside-table-with-2-drawers-50-x-55-cm-fsc-mix-credit,,88,Urban Home - Komódok,,
466185748780,tv-allvanyok,MERGE,TV állványok,"<span data-mce-fragment=""1"">Tekintse meg széles TV állvány választékunkat!</span>",Best Selling,,2025-09-08 16:15:27 +0200,TRUE,2023-12-01 12:52:56 +0100,web,,,,,1463,TRUE,all conditions,Tag,Equals,TV állványok,8896303956268,beyla-solid-oak-and-oak-veneer-2-door-tv-stand-180-x-495-cm-fsc-100,,47,Urban Home - TV állványok,,
466185781548,konyvespolcok-es-szekrenyek,MERGE,Könyvespolcok és szekrények,"<span data-mce-fragment=""1"">Tekintse meg széles könyvespolc és szekrény választékunkat!</span>",Best Selling,,2025-09-11 13:41:29 +0200,TRUE,2023-12-01 12:53:43 +0100,web,,,,,1510,TRUE,all conditions,Tag,Equals,Könyvespolcok és szekrények,8896273252652,adiventina-bookcase-in-white-mdf-595-x-695-cm,,19,Urban Home - Könyvespolcok és szekrények,,
466185814316,ejjeliszekrenyek,MERGE,Éjjeliszekrények,<p>Tekintse meg széles éjjeliszekrény választékunkat!</p>,Best Selling,,2025-09-04 13:37:15 +0200,TRUE,2023-12-01 12:54:21 +0100,web,,,,,1529,TRUE,any condition,Tag,Equals,Éjjeliszekrények,8896409731372,mailen-bedside-table-in-ash-veneer-with-a-dark-finish-50-x-55-cm,,32,Urban Home - Éjjeliszekrények,Tekintse meg széles éjjeliszekrény választékunkat!,
466185879852,konzolasztalok,MERGE,Konzolasztalok,"<span data-mce-fragment=""1"">Tekintse meg széles konzolasztal választékunkat!</span>",Best Selling,,2025-09-01 00:06:11 +0200,TRUE,2023-12-01 12:54:52 +0100,web,,,,,1561,TRUE,all conditions,Tag,Equals,Konzolasztalok,8896395051308,lenon-tall-console-with-4-oak-wood-doors-and-an-oak-veneer-1045-x-144-cm-fsc-mix-credit,,9,Urban Home - Konzolasztalok,,
466185945388,polcok,MERGE,Polcok,"<span data-mce-fragment=""1"">Tekintse meg széles polc választékunkat!</span>",Best Selling,,2025-09-15 13:39:34 +0200,TRUE,2023-12-01 12:55:24 +0100,web,,,,,1570,TRUE,all conditions,Tag,Equals,Polcok,8896478052652,shamel-set-of-2-solid-teak-shelves-50-x-5-cm,,60,Urban Home - Polcok,,
466186076460,eloszoba-butorok,MERGE,Előszoba bútorok,Tekintse meg széles előszoba bútor választékunkat!,Best Selling,,2025-09-09 13:39:17 +0200,TRUE,2023-12-01 12:57:59 +0100,web,,,,,1630,TRUE,all conditions,Tag,Equals,Előszoba bútorok,8896503087404,vianela-wall-hanger-52-x-40-cm,,29,Urban Home - Előszoba bútorok,,
