ID,Handle,Command,Title,Body HTML,Sort Order,Template Suffix,Updated At,Published,Published At,Published Scope,Image Src,Image Width,Image Height,Image Alt Text,Row #,Top Row,Must Match,Rule: Product Column,Rule: Relation,Rule: Condition,Product: ID,Product: Handle,Product: Position,Products Count,Metafield: title_tag [string],Metafield: description_tag [string],Metafield: title_tag [single_line_text_field]
466410570028,romane,MERGE,Romane kollekció,Tekintse meg Romane kollekciónk összes darabját!,Best Selling,,2025-09-01 00:02:10 +0200,TRUE,2023-12-05 14:46:15 +0100,web,,,,,7243,TRUE,any condition,Tag,Equals,romane,8896452919596,romane-stool-beechwood-stool-with-a-natural-finish-ash-wood-veneer-and-ratan-seat-75-cm,,6,,,Urban Home - Romane kollekció
466410602796,valquiria,MERGE,Valquiria kollekció,Tekintse meg Valquiria kollekciónk összes darabját!,Best Selling,,2025-08-16 11:06:25 +0200,TRUE,2023-12-05 14:46:16 +0100,web,,,,,7249,TRUE,any condition,Tag,Equals,valquiria,8896499220780,valquiria-metal-wall-sconce-with-black-finish,,1,,,Urban Home - Valquiria kollekció
466410635564,minji,MERGE,Minji kollekció,Tekintse meg Minji kollekciónk összes darabját!,Best Selling,,2025-08-16 11:06:25 +0200,TRUE,2023-12-05 14:46:16 +0100,web,,,,,7250,TRUE,any condition,Tag,Equals,minji,8896425656620,minji-grey-wool-rug-160-x-230cm,,1,,,Urban Home - Minji kollekció
466410668332,orwen,MERGE,Orwen kollekció,Tekintse meg Orwen kollekciónk összes darabját!,Best Selling,,2025-08-16 11:06:25 +0200,TRUE,2023-12-05 14:46:17 +0100,web,,,,,7251,TRUE,any condition,Tag,Equals,orwen,,,,0,,,Urban Home - Orwen kollekció
466410701100,mariela,MERGE,Mariela kollekció,Tekintse meg Mariela kollekciónk összes darabját!,Best Selling,,2025-08-16 11:06:26 +0200,TRUE,2023-12-05 14:46:17 +0100,web,,,,,7252,TRUE,any condition,Tag,Equals,mariela,8896413663532,mariela-ceiling-lamp-shade-in-linen-with-beige-finish-40-cm,,2,,,Urban Home - Mariela kollekció
466410733868,santina,MERGE,Santina kollekció,Tekintse meg Santina kollekciónk összes darabját!,Best Selling,,2025-08-16 11:06:26 +0200,TRUE,2023-12-05 14:46:17 +0100,web,,,,,7254,TRUE,any condition,Tag,Equals,santina,8896474775852,santina-solid-beech-stackable-chair-in-black,,1,,,Urban Home - Santina kollekció
466410766636,saranella,MERGE,Saranella kollekció,Tekintse meg Saranella kollekciónk összes darabját!,Best Selling,,2025-09-01 00:06:16 +0200,TRUE,2023-12-05 14:46:18 +0100,web,,,,,7255,TRUE,any condition,Tag,Equals,saranella,8896475398444,saranella-portable-table-lamp-in-brown-faux-rattan,,4,,,Urban Home - Saranella kollekció
466410799404,malenka,MERGE,Malenka kollekció,Tekintse meg Malenka kollekciónk összes darabját!,Best Selling,,2025-08-30 13:40:06 +0200,TRUE,2023-12-05 14:46:18 +0100,web,,,,,7259,TRUE,any condition,Tag,Equals,malenka,8896410878252,malenka-brown-wool-carpet-200-x-300-cm,,3,,,Urban Home - Malenka kollekció
466410832172,ahiara,MERGE,Ahiara kollekció,Tekintse meg Ahiara kollekciónk összes darabját!,Best Selling,,2025-08-16 11:06:26 +0200,TRUE,2023-12-05 14:46:19 +0100,web,,,,,7262,TRUE,any condition,Tag,Equals,ahiara,,,,0,,,Urban Home - Ahiara kollekció
466410864940,mijal,MERGE,Mijal kollekció,Tekintse meg Mijal kollekciónk összes darabját!,Best Selling,,2025-08-16 11:06:26 +0200,TRUE,2023-12-05 14:46:20 +0100,web,,,,,7263,TRUE,any condition,Tag,Equals,mijal,8896424968492,mijal-ceramic-table-lamp-with-a-white-finish,,1,,,Urban Home - Mijal kollekció
