ID,Handle,Command,Title,Body HTML,Sort Order,Template Suffix,Updated At,Published,Published At,Published Scope,Image Src,Image Width,Image Height,Image Alt Text,Row #,Top Row,Must Match,Rule: Product Column,Rule: Relation,Rule: Condition,Product: ID,Product: Handle,Product: Position,Products Count,Metafield: title_tag [string],Metafield: description_tag [string],Metafield: title_tag [single_line_text_field]
466378588460,meja,MERGE,Meja kollekció,Tekintse meg Meja kollekciónk összes darabját!,Best Selling,,2025-08-16 11:05:35 +0200,TRUE,2023-12-05 14:36:17 +0100,web,,,,,5237,TRUE,any condition,Tag,Equals,meja,8896422510892,meja-beige-papier-mache-vase-47-cm,,2,,,Urban Home - Meja kollekció
466378621228,damira,MERGE,Damira kollekció,Tekintse meg Damira kollekciónk összes darabját!,Best Selling,,2025-08-16 11:05:35 +0200,TRUE,2023-12-05 14:36:18 +0100,web,,,,,5239,TRUE,any condition,Tag,Equals,damira,8896338067756,damira-round-mirror-in-jute-with-natural-finish-100-cm,,1,,,Urban Home - Damira kollekció
466378653996,diti,MERGE,Diti kollekció,Tekintse meg Diti kollekciónk összes darabját!,Best Selling,,2025-09-01 00:00:55 +0200,TRUE,2023-12-05 14:36:18 +0100,web,,,,,5240,TRUE,any condition,Tag,Equals,diti,8896344949036,diti-shelf-in-solid-natural-pine-and-white-and-turquoise-mdf-60-x-26-cm-fsc-mix-credit,,1,,,Urban Home - Diti kollekció
466378686764,lula,MERGE,Lula kollekció,Tekintse meg Lula kollekciónk összes darabját!,Best Selling,,2025-08-16 11:05:35 +0200,TRUE,2023-12-05 14:36:19 +0100,web,,,,,5241,TRUE,any condition,Tag,Equals,lula,8896402325804,lula-set-of-2-planters-22-cm-16-cm,,1,,,Urban Home - Lula kollekció
466378719532,flavina,MERGE,Flavina kollekció,Tekintse meg Flavina kollekciónk összes darabját!,Best Selling,,2025-08-16 11:05:35 +0200,TRUE,2023-12-05 14:36:19 +0100,web,,,,,5242,TRUE,any condition,Tag,Equals,flavina,8896368574764,flavina-picture-frame-22-x-31-cm,,3,,,Urban Home - Flavina kollekció
466378752300,axis,MERGE,Axis kollekció,Tekintse meg Axis kollekciónk összes darabját!,Best Selling,,2025-08-16 11:05:35 +0200,TRUE,2023-12-05 14:36:20 +0100,web,,,,,5245,TRUE,any condition,Tag,Equals,axis,8896297435436,axis-white-glass-extendable-table-with-white-steel-legs-160-220-cm,,13,,,Urban Home - Axis kollekció
466378785068,mesut,MERGE,Mesut kollekció,Tekintse meg Mesut kollekciónk összes darabját!,Best Selling,,2025-08-16 11:05:35 +0200,TRUE,2023-12-05 14:36:20 +0100,web,,,,,5258,TRUE,any condition,Tag,Equals,mesut,8896424050988,mesut-black-terracotta-vase-385-cm,,2,,,Urban Home - Mesut kollekció
466378817836,deva,MERGE,Deva kollekció,Tekintse meg Deva kollekciónk összes darabját!,Best Selling,,2025-08-16 11:05:35 +0200,TRUE,2023-12-05 14:36:21 +0100,web,,,,,5260,TRUE,any condition,Tag,Equals,deva,,,,0,,,Urban Home - Deva kollekció
466378850604,shizu,MERGE,Shizu kollekció,Tekintse meg Shizu kollekciónk összes darabját!,Best Selling,,2025-08-16 11:05:35 +0200,TRUE,2023-12-05 14:36:21 +0100,web,,,,,5261,TRUE,any condition,Tag,Equals,shizu,8896479822124,shizu-black-metal-bottle-rack,,1,,,Urban Home - Shizu kollekció
466378883372,low,MERGE,Low kollekció,Tekintse meg Low kollekciónk összes darabját!,Best Selling,,2025-08-16 11:05:35 +0200,TRUE,2023-12-05 14:36:22 +0100,web,,,,,5262,TRUE,any condition,Tag,Equals,low,8896401408300,low-set-of-3-planters-grey-235-cm-165-cm-14-cm,,4,,,Urban Home - Low kollekció
