ID,Handle,Command,Title,Body HTML,Sort Order,Template Suffix,Updated At,Published,Published At,Published Scope,Image Src,Image Width,Image Height,Image Alt Text,Row #,Top Row,Must Match,Rule: Product Column,Rule: Relation,Rule: Condition,Product: ID,Product: Handle,Product: Position,Products Count,Metafield: title_tag [string],Metafield: description_tag [string],Metafield: title_tag [single_line_text_field]
466380226860,francina,MERGE,Francina kollekció,Tekintse meg Francina kollekciónk összes darabját!,Best Selling,,2025-08-16 11:05:37 +0200,TRUE,2023-12-05 14:36:48 +0100,web,,,,,5339,TRUE,any condition,Tag,Equals,francina,,,,0,,,Urban Home - Francina kollekció
466380259628,zarina,MERGE,Zarina kollekció,Tekintse meg Zarina kollekciónk összes darabját!,Best Selling,,2025-08-16 11:05:37 +0200,TRUE,2023-12-05 14:36:48 +0100,web,,,,,5340,TRUE,any condition,Tag,Equals,zarina,8896524189996,zarina-multicolour-canvas-80-x-100-cm,,1,,,Urban Home - Zarina kollekció
466380292396,benny,MERGE,Benny kollekció,Tekintse meg Benny kollekciónk összes darabját!,Best Selling,,2025-08-22 13:43:57 +0200,TRUE,2023-12-05 14:36:49 +0100,web,,,,,5341,TRUE,any condition,Tag,Equals,benny,8896302547244,benny-coat-rack-175-cm-fsc-mix-credit,,2,,,Urban Home - Benny kollekció
466380325164,romila,MERGE,Romila kollekció,Tekintse meg Romila kollekciónk összes darabját!,Best Selling,,2025-08-16 11:05:37 +0200,TRUE,2023-12-05 14:36:49 +0100,web,,,,,5343,TRUE,any condition,Tag,Equals,romila,8896453050668,romila-mirror-white-52-x-1525-cm,,1,,,Urban Home - Romila kollekció
466380357932,adam,MERGE,Adam kollekció,Tekintse meg Adam kollekciónk összes darabját!,Best Selling,,2025-08-16 11:05:37 +0200,TRUE,2023-12-05 14:36:50 +0100,web,,,,,5344,TRUE,any condition,Tag,Equals,adam,8896397771052,light-grey-synthetic-leather-adam-chair,,5,,,Urban Home - Adam kollekció
466380390700,muire,MERGE,Muire kollekció,Tekintse meg Muire kollekciónk összes darabját!,Best Selling,,2025-08-16 11:05:37 +0200,TRUE,2023-12-05 14:36:50 +0100,web,,,,,5349,TRUE,any condition,Tag,Equals,muire,8896428867884,muire-beige-travertine-photo-frame-25-x-20cm,,2,,,Urban Home - Muire kollekció
466380423468,leeith,MERGE,Leeith kollekció,Tekintse meg Leeith kollekciónk összes darabját!,Best Selling,,2025-08-16 11:05:37 +0200,TRUE,2023-12-05 14:36:51 +0100,web,,,,,5351,TRUE,any condition,Tag,Equals,leeith,8896394101036,leeith-rug-100-pet-in-orange-160-x-230-cm,,1,,,Urban Home - Leeith kollekció
466380456236,julieta,MERGE,Julieta kollekció,Tekintse meg Julieta kollekciónk összes darabját!,Best Selling,,2025-08-16 11:05:38 +0200,TRUE,2023-12-05 14:36:52 +0100,web,,,,,5352,TRUE,any condition,Tag,Equals,julieta,8896386564396,julieta-round-table-in-polycement-and-solid-acacia-wood-120-cm-fsc-100,,1,,,Urban Home - Julieta kollekció
466380489004,grag,MERGE,Grag kollekció,Tekintse meg Grag kollekciónk összes darabját!,Best Selling,,2025-08-16 11:05:38 +0200,TRUE,2023-12-05 14:36:52 +0100,web,,,,,5353,TRUE,any condition,Tag,Equals,grag,8896376832300,grag-mirror-made-from-solid-mango-wood-with-white-finish-45-cm,,1,,,Urban Home - Grag kollekció
466380521772,yvaine,MERGE,Yvaine kollekció,Tekintse meg Yvaine kollekciónk összes darabját!,Best Selling,,2025-08-16 11:05:38 +0200,TRUE,2023-12-05 14:36:54 +0100,web,,,,,5354,TRUE,any condition,Tag,Equals,yvaine,8896518226220,yvaine-mirror-natural-finish-805-x-1805-cm,,1,,,Urban Home - Yvaine kollekció
