ID,Handle,Command,Title,Body HTML,Sort Order,Template Suffix,Updated At,Published,Published At,Published Scope,Image Src,Image Width,Image Height,Image Alt Text,Row #,Top Row,Must Match,Rule: Product Column,Rule: Relation,Rule: Condition,Product: ID,Product: Handle,Product: Position,Products Count,Metafield: title_tag [string],Metafield: description_tag [string],Metafield: title_tag [single_line_text_field]
466408931628,sheryl,MERGE,Sheryl kollekció,Tekintse meg Sheryl kollekciónk összes darabját!,Best Selling,,2025-08-31 23:59:38 +0200,TRUE,2023-12-05 14:45:47 +0100,web,,,,,7154,TRUE,any condition,Tag,Equals,sheryl,8896479428908,sheryl-stool-made-from-solid-eucalyptus-and-green-cord-79-cm-fsc-100,,8,,,Urban Home - Sheryl kollekció
466408964396,fonteta,MERGE,Fonteta kollekció,Tekintse meg Fonteta kollekciónk összes darabját!,Best Selling,,2025-08-16 11:06:23 +0200,TRUE,2023-12-05 14:45:48 +0100,web,,,,,7162,TRUE,any condition,Tag,Equals,fonteta,8896369590572,fonteta-natural-fiber-ceiling-lamp-shade-in-a-natural-finish-60-cm,,2,,,Urban Home - Fonteta kollekció
466409029932,ema,MERGE,Ema kollekció,Tekintse meg Ema kollekciónk összes darabját!,Best Selling,,2025-08-16 11:06:23 +0200,TRUE,2023-12-05 14:45:49 +0100,web,,,,,7164,TRUE,any condition,Tag,Equals,ema,,,,0,,,Urban Home - Ema kollekció
466408997164,canyet,MERGE,Canyet kollekció,Tekintse meg Canyet kollekciónk összes darabját!,Best Selling,,2025-08-16 11:06:23 +0200,TRUE,2023-12-05 14:45:48 +0100,web,,,,,7165,TRUE,any condition,Tag,Equals,canyet,8896321749292,canyet-rug-in-beige-160-x-230-cm,,2,,,Urban Home - Canyet kollekció
466409062700,crismilda,MERGE,Crismilda kollekció,Tekintse meg Crismilda kollekciónk összes darabját!,Best Selling,,2025-08-31 23:59:17 +0200,TRUE,2023-12-05 14:45:49 +0100,web,,,,,7167,TRUE,any condition,Tag,Equals,crismilda,8896332857644,crismilda-100-jute-light-shade-with-natural-finish-50-cm,,1,,,Urban Home - Crismilda kollekció
466409095468,azisi,MERGE,Azisi kollekció,Tekintse meg Azisi kollekciónk összes darabját!,Best Selling,,2025-08-16 11:06:23 +0200,TRUE,2023-12-05 14:45:50 +0100,web,,,,,7168,TRUE,any condition,Tag,Equals,azisi,8896297599276,azisi-coffee-table-140-x-60-cm,,1,,,Urban Home - Azisi kollekció
466409128236,cruilles,MERGE,Cruilles kollekció,Tekintse meg Cruilles kollekciónk összes darabját!,Best Selling,,2025-08-16 11:06:23 +0200,TRUE,2023-12-05 14:45:50 +0100,web,,,,,7169,TRUE,any condition,Tag,Equals,cruilles,8896333283628,cruilles-natural-fiber-ceiling-lamp-shade-in-a-natural-finish-100-cm,,1,,,Urban Home - Cruilles kollekció
466409161004,portopi,MERGE,Portopi kollekció,Tekintse meg Portopi kollekciónk összes darabját!,Best Selling,,2025-08-16 11:06:23 +0200,TRUE,2023-12-05 14:45:51 +0100,web,,,,,7170,TRUE,any condition,Tag,Equals,portopi,8896447938860,portopi-100-pet-rug-in-grey-200-x-300-cm,,3,,,Urban Home - Portopi kollekció
466409193772,dhana,MERGE,Dhana kollekció,Tekintse meg Dhana kollekciónk összes darabját!,Best Selling,,2025-08-16 11:06:23 +0200,TRUE,2023-12-05 14:45:51 +0100,web,,,,,7173,TRUE,any condition,Tag,Equals,dhana,,,,0,,,Urban Home - Dhana kollekció
466409226540,coleenn,MERGE,Coleenn kollekció,Tekintse meg Coleenn kollekciónk összes darabját!,Best Selling,,2025-08-16 11:06:23 +0200,TRUE,2023-12-05 14:45:52 +0100,web,,,,,7174,TRUE,any condition,Tag,Equals,coleenn,8896330039596,coleenn-set-of-2-round-trays-in-100-rattan-with-natural-finish,,2,,,Urban Home - Coleenn kollekció
