ID,Handle,Command,Title,Body HTML,Sort Order,Template Suffix,Updated At,Published,Published At,Published Scope,Image Src,Image Width,Image Height,Image Alt Text,Row #,Top Row,Must Match,Rule: Product Column,Rule: Relation,Rule: Condition,Product: ID,Product: Handle,Product: Position,Products Count,Metafield: title_tag [string],Metafield: description_tag [string],Metafield: title_tag [single_line_text_field]
466401001772,safina,MERGE,Safina kollekció,Tekintse meg Safina kollekciónk összes darabját!,Best Selling,,2025-09-01 00:06:15 +0200,TRUE,2023-12-05 14:43:28 +0100,web,,,,,6598,TRUE,any condition,Tag,Equals,safina,8896461701420,safina-chair-in-oak-veneer-and-solid-rubber-wood,,2,,,Urban Home - Safina kollekció
466401034540,citlalli,MERGE,Citlalli kollekció,Tekintse meg Citlalli kollekciónk összes darabját!,Best Selling,,2025-09-01 00:05:43 +0200,TRUE,2023-12-05 14:43:28 +0100,web,,,,,6600,TRUE,any condition,Tag,Equals,citlalli,8896328073516,citlalli-headboard-made-from-rattan-with-a-natural-finish-for-90-cm-beds,,1,,,Urban Home - Citlalli kollekció
466401067308,viridis,MERGE,Viridis kollekció,Tekintse meg Viridis kollekciónk összes darabját!,Best Selling,,2025-08-16 11:06:12 +0200,TRUE,2023-12-05 14:43:29 +0100,web,,,,,6601,TRUE,any condition,Tag,Equals,viridis,,,,0,,,Urban Home - Viridis kollekció
466401100076,nadua,MERGE,Nadua kollekció,Tekintse meg Nadua kollekciónk összes darabját!,Best Selling,,2025-09-01 00:02:17 +0200,TRUE,2023-12-05 14:43:30 +0100,web,,,,,6602,TRUE,any condition,Tag,Equals,nadua,8896477036844,set-of-3-nadua-hangers-in-solid-wood-with-a-natural-black-beech-finish,,7,,,Urban Home - Nadua kollekció
466401132844,kelaia,MERGE,Kelaia kollekció,Tekintse meg Kelaia kollekciónk összes darabját!,Best Selling,,2025-08-16 11:06:12 +0200,TRUE,2023-12-05 14:43:30 +0100,web,,,,,6609,TRUE,any condition,Tag,Equals,kelaia,,,,0,,,Urban Home - Kelaia kollekció
466401165612,nadya,MERGE,Nadya kollekció,Tekintse meg Nadya kollekciónk összes darabját!,Best Selling,,2025-08-16 11:06:12 +0200,TRUE,2023-12-05 14:43:31 +0100,web,,,,,6610,TRUE,any condition,Tag,Equals,nadya,8896397607212,light-grey-nadya-chair,,2,,,Urban Home - Nadya kollekció
466401198380,caterina,MERGE,Caterina kollekció,Tekintse meg Caterina kollekciónk összes darabját!,Best Selling,,2025-08-16 11:06:12 +0200,TRUE,2023-12-05 14:43:31 +0100,web,,,,,6612,TRUE,any condition,Tag,Equals,caterina,8896323485996,caterina-headboard-made-from-rattan-with-a-natural-finish-for-90-cm-beds,,1,,,Urban Home - Caterina kollekció
466401231148,zalika,MERGE,Zalika kollekció,Tekintse meg Zalika kollekciónk összes darabját!,Best Selling,,2025-08-16 11:06:12 +0200,TRUE,2023-12-05 14:43:32 +0100,web,,,,,6613,TRUE,any condition,Tag,Equals,zalika,,,,0,,,Urban Home - Zalika kollekció
466401263916,rodhe,MERGE,Rodhe kollekció,Tekintse meg Rodhe kollekciónk összes darabját!,Best Selling,,2025-08-16 11:06:12 +0200,TRUE,2023-12-05 14:43:32 +0100,web,,,,,6614,TRUE,any condition,Tag,Equals,rodhe,8896452395308,rodhe-100-pet-rug-in-terracotta-150-cm,,2,,,Urban Home - Rodhe kollekció
466401296684,airena,MERGE,Airena kollekció,Tekintse meg Airena kollekciónk összes darabját!,Best Selling,,2025-08-16 11:06:12 +0200,TRUE,2023-12-05 14:43:33 +0100,web,,,,,6616,TRUE,any condition,Tag,Equals,airena,8896277676332,airena-ceramic-dessert-plate-in-black,,1,,,Urban Home - Airena kollekció
